Fk_Id_Subdireciones;Clave;Nombre
10;GDEAN;GERENCIA DE EVALUACION AUDITORIA Y NORMATIVIDAD
10;GSSEPARN;GERENCIA DE SEGURIDAD SALUD EN EL TRABAJO Y PROTECCION AMBIENTAL REGION NORTE
10;GSSEPARS;GERENCIA DE SEGURIDAD SALUD EN EL TRABAJO Y PROTECCION AMBIENTAL REGION SUR
10;GSSEPARM;GERENCIA DE SEGURIDAD SALUD EN EL TRABAJO Y PROTECCION AMBIENTAL REGION MARINA
10;GSSEPAP;GERENCIA DE SEGURIDAD SALUD EN EL TRABAJO Y PROTECCION AMBIENTAL PERFORACION
11;GPE;GERENCIA DE PROGRAMACION Y EVALUACION
11;GCECN;GERENCIA DE CARACTERIZACION Y EVALUACION DE CAMPOS NUEVOS
11;GESPD;GERENCIA DE EJECUCION Y SEGUIMIENTO DE POZOS DE DESARROLLO
11;;GERENCIA DE SUPERVISION DE PROYECTOS DE INFRAESTRUCTURA
11;;GERENCIA DE DISE�O DE PROYECTOS DE EXPLORACION Y EXTRACCION
11;;GERENCIA DE INGENIERIA DE INFRAESTRUCTURA DE EXPLORACION Y EXTRACCION
12;;GERENCIA DE PROGRAMACION Y EVALUACION
12;;GERENCIA DE OPERACION Y MANTENIMIENTO DE EQUIPOS
12;;GERENCIA DE PERFORACION Y REPARACION DE POZOS TERRESTRE NORTE
12;;GERENCIA DE PERFORACION Y REPARACION DE POZOS TERRESTRE SUR
12;;GERENCIA DE PERFORACION Y REPARACION DE POZOS MARINA
12;;GERENCIA DE SERVICIOS A POZOS
13;;GERENCIA DE ADMINISTRACION DE LA PRODUCCION
13;;GERENCIA DE INGENIERIA DE PROCESOS Y MEJORA OPERATIVA
13;;GERENCIA DE REFINERIA SALAMANCA
13;;GERENCIA DE REFINERIA MADERO
13;;GERENCIA DE REFINERIA CADEREYTA
13;;GERENCIA DE REFINERIA MINATITLAN
13;;GERENCIA DE REFINERIA SALINA CRUZ
13;;GERENCIA DE REFINERIA TULA
13;;GERENCIA DE REFINERIA OLMECA
14;;GERENCIA DE ADMINISTRACION DE LA PRODUCCION
14;;GERENCIA DE INGENIERIA DE PROCESOS Y MEJORA OPERATIVA
14;;GERENCIA DE COMPLEJO PETROQUIMICO CANGREJERA
14;;GERENCIA DE COMPLEJO PETROQUIMICO MORELOS
14;;GERENCIA DE COMPLEJO PETROQUIMICO COSOLEACAQUE
15;;GERENCIA DE ESTRATEGIAS Y OPTIMIZACION
15;;GERENCIA DE COORDINACION DE OPERACIONES
15;;GERENCIA DE ANALISIS Y DESEMPE�O OPERATIVO
15;;GERENCIA DE EVALUACION ECONOMICA Y FINANCIERA
15;;GERENCIA DE CONTROL Y SOPORTE AL NEGOCIO
16;;GERENCIA DE PLANEACION Y EVALUACION DE PETROLIFEROS Y PETROQUIMICOS
16;;GERENCIA OPERATIVA DE PETROLIFEROS Y PETROQUIMICOS
16;;GERENCIA DE OPERACION DE IMPORTACIONES Y EXPORTACIONES DE PETROLIFEROS
16;;GERENCIA OPERATIVA DE SERVICIOS CON TERCEROS
17;;GERENCIA DE PROYECTOS 1
17;;GERENCIA DE PROYECTOS 2
17;;GERENCIA DE INGENIERIA Y COSTOS
17;;GERENCIA DE SEGUIMIENTO Y CONTROL DE PROYECTOS PETROLIFEROS
17;;GERENCIA DE SEGUIMIENTO Y CONTROL DE PROYECTOS PETROQUIMICOS
17;;GERENCIA DE ADMINISTRACION DE IMPACTOS Y NORMATIVIDAD
18;;GERENCIA DE AUDITORIA Y ESTANDARES DE SEGURIDAD SALUD EN EL TRABAJO PROTECCION AMBIENTAL Y CONFIABILIDAD DE ACTIVOS
18;;GERENCIA DE SEGURIDAD DE LOS PROCESOS PETROLIFEROS
18;;GERENCIA DE SEGURIDAD DE LOS PROCESOS PETROQUIMICOS
18;;GERENCIA DE CONFIABILIDAD DE ACTIVOS DE PRODUCCION DE PETROLIFEROS
18;;GERENCIA DE CONFIABILIDAD DE ACTIVOS DE PRODUCCION DE PETROQUIMICOS
19;;GERENCIA OPERATIVA Y COMERCIAL DE FERTILIZANTES
19;;GERENCIA DE PROYECTOS DE FERTILIZANTES
19;;GERENCIA DE ADMINISTRACION DE LA PRODUCCION DE FERTILIZANTES
20;;GERENCIA DE COMPLEJO PROCESADOR DE GAS CIUDAD PEMEX
20;;GERENCIA DE COMPLEJO PROCESADOR DE GAS NUEVO PEMEX
20;;GERENCIA DE COMPLEJO PROCESADOR DE GAS CACTUS
20;;GERENCIA DE COMPLEJO PROCESADOR DE GAS BURGOS
20;;GERENCIA DE ADMINISTRACION DE LA PRODUCCION
20;;GERENCIA DE CONFIABILIDAD DE LOS ACTIVOS DE PROCESOS DE GAS Y DERIVADOS
20;;GERENCIA DE INGENIERIA DE PROCESOS Y MEJORA OPERATIVA
20;;GERENCIA DE SEGURIDAD DE LOS PROCESOS DE GAS Y DERIVADOS
21;;GERENCIA DE PROGRAMACION OPERATIVA
22;;GERENCIA OPERATIVA DE SERVICIOS CON TERCEROS
22;;GERENCIA DE PROYECTOS DE COGENERACION Y EFICIENCIA ENERGETICA
23;;GERENCIA DE APROVECHAMIENTO Y DESARROLLO
23;;GERENCIA DE PROYECTOS DE ENERGIAS ALTERNATIVAS Y ECONOMIA CIRCULAR
24;;GERENCIA DE APROVECHAMIENTO Y DESARROLLO DE PROYECTOS DE GEOENERGIA
24;;GERENCIA DE IMPLEMENTACION Y OPERACION DE PROYECTOS DE GEOENERGIA
25;;GERENCIA DE COORDINACION DE TRATAMIENTO Y LOGISTICA PRIMARIA
26;;GERENCIA DE OPERACIONES DE TRATAMIENTO Y LOGISTICA PRIMARIA NORTE
26;;GERENCIA DE OPERACIONES DE TRATAMIENTO Y LOGISTICA PRIMARIA SUR
26;;GERENCIA DE OPERACIONES DE TRATAMIENTO Y LOGISTICA PRIMARIA MARINAS
27;;GERENCIA DE COORDINACION LOGISTICA
27;;GERENCIA DE TRANSPORTE TERRESTRE
27;;GERENCIA DE TRANSPORTE MANTENIMIENTO Y SERVICIOS DE DUCTOS
27;;GERENCIA DE TRANSPORTE MARITIMO
28;;GERENCIA DE COORDINACION DE ALMACENAMIENTO
28;;GERENCIA DE ALMACENAMIENTO CENTRO
28;;GERENCIA DE ALMACENAMIENTO GOLFO
28;;GERENCIA DE ALMACENAMIENTO NORTE
28;;GERENCIA DE ALMACENAMIENTO PACIFICO
28;;GERENCIA DE ALMACENAMIENTO Y SERVICIOS PORTUARIOS
28;;GERENCIA DE OPERACION DE TERMINALES DE GAS LP Y PETROQUIMICOS
29;;GERENCIA DE COORDINACION E INTELIGENCIA ESTRATEGICA
29;;GERENCIA DE ESTRATEGIA Y SISTEMAS DE SEGURIDAD Y MONITOREO
29;;GERENCIA DE SEGURIDAD FISICA
29;;GERENCIA DE GESTION TECNICA DE SALVAGUARDIA ESTRATEGICA Y COMBATE AL MERCADO ILICITO
29;;GERENCIA DE SEGURIDAD SALUD EN EL TRABAJO Y PROTECCION AMBIENTAL
30;;GERENCIA DE CUMPLIMIENTO REGULATORIO Y SOPORTE OPERATIVO
30;;GERENCIA DE MEDICION
30;;GERENCIA DE CALIDAD
30;;GERENCIA DE BALANCES Y TRAZABILIDAD
31;;GERENCIA DE ESTRATEGIA INTELIGENCIA COMERCIAL DESARROLLO DE CLIENTES Y MODELOS DE NEGOCIO
31;;GERENCIA DE PRECIOS
31;;GERENCIA DE SOPORTE COMERCIAL Y SERVICIOS AL CLIENTE
32;;GERENCIA DE COMERCIALIZACION DE HIDROCARBUROS
32;;GERENCIA DE OPERACION COMERCIAL DE COMBUSTIBLES DE TRANSPORTE
32;;GERENCIA DE COMERCIALIZACION DE COMBUSTIBLES DE TRANSPORTE
33;;GERENCIA DE COMERCIALIZACION DE GAS NATURAL Y ETANO
33;;GERENCIA DE COMERCIALIZACION DE GAS LICUADO DE PETROLEO Y RESIDUALES
33;;GERENCIA DE COMERCIALIZACION DE PRODUCTOS PETROQUIMICOS Y FERTILIZANTES
34;;"GERENCIA DE SEGUIMIENTO PRESUPUESTAL ""A"""
34;;"GERENCIA DE FORMULACION Y OPERACION PRESUPUESTAL ""A"""
34;;GERENCIA DE CONTRATOS Y SEGUIMIENTO OPERATIVO
34;;"GERENCIA DE SEGUIMIENTO PRESUPUESTAL ""B"""
34;;"GERENCIA DE FORMULACION Y OPERACION PRESUPUESTAL ""B"""
34;;"GERENCIA DE SEGUIMIENTO PRESUPUESTAL ""C"""
34;;"GERENCIA DE FORMULACION Y OPERACION PRESUPUESTAL ""C"""
34;;GERENCIA DE PROGRAMACION PRESUPUESTAL
34;;GERENCIA DE CONTROL PRESUPUESTARIO
34;;GERENCIA DE GESTION PRESUPUESTAL
35;;GERENCIA DE CONTABILIDAD CENTRAL
35;;GERENCIA FISCAL
35;;GERENCIA DE CONTABILIDAD PARA SEGMENTOS
35;;GERENCIA DE CONTABILIDAD DE COSTOS
36;;GERENCIA DE FINANCIAMIENTOS E INVERSIONES
36;;GERENCIA DE PROCESOS DE TESORERIA
36;;GERENCIA DE OPERACIONES DE TESORERIA
37;;GERENCIA DE SEGUROS Y FIANZAS
37;;GERENCIA DE REASEGURO
37;;GERENCIA DE ADMINISTRACION DE RIESGOS
37;;GERENCIA DE ANALISIS ECONOMICO FINANCIERO
37;;GERENCIA DE EVALUACION Y SEGUIMIENTO DE INVERSIONES
37;;GERENCIA DE PRECIOS
38;;GERENCIA DE EVALUACION Y CONTROL DE INGRESOS
38;;GERENCIA DE SEGUIMIENTO A EMPRESAS FILIALES
38;;GERENCIA DE GESTION Y CONTROL FINANCIERO
39;;GERENCIA DE CONTRATACIONES PARA SERVICIOS DE SOPORTE
39;;GERENCIA DE ADMINISTRACION Y CONTROL DE ALMACENES DE BIENES DE CONSUMO
39;;GERENCIA DE ALIANZAS CONTRACTUALES ABASTECIMIENTO ESTRATEGICO Y ESTANDARES TECNICOS
39;;GERENCIA DE EVALUACION VINCULACION Y DESARROLLO DE PROVEEDORES Y CONTRATISTAS
39;;GERENCIA DE INGENIERIA DE COSTOS
39;;GERENCIA DE ANALISIS DE MERCADO
39;;GERENCIA DE CONTRATACIONES PARA MANTENIMIENTO CONFIABILIDAD Y LOGISTICA MARINA
39;;GERENCIA DE CONTRATACIONES PARA EXPLORACION Y EXTRACCION
39;;GERENCIA DE CONTRATACIONES PARA PROCESOS INDUSTRIALES
39;;GERENCIA DE CONTRATACIONES PARA TRANSFORMACION ENERGETICA Y LOGISTICA
39;;GERENCIA DE MEJORA DEL PROCESO VINCULACION Y PLANEACION
40;;GERENCIA REGIONAL DE RELACIONES LABORALES SURESTE
40;;GERENCIA REGIONAL DE RELACIONES LABORALES SUR
40;;GERENCIA REGIONAL DE RELACIONES LABORALES ALTIPLANO
40;;GERENCIA REGIONAL DE RELACIONES LABORALES NORTE
40;;GERENCIA DE NOMINA Y PRESTACIONES ECONOMICAS
40;;GERENCIA DE INGRESOS Y MOVIMIENTOS DE PERSONAL
40;;GERENCIA DE CAPACITACION DESEMPE�O Y SERVICIOS AL PERSONAL
40;;GERENCIA DE ORGANIZACION E INTEGRACION DE ESTRUCTURAS
40;;GERENCIA DE ASUNTOS INTERNOS
41;;GERENCIA DE ATENCION MEDICA
41;;GERENCIA DE PROGRAMAS Y POLITICAS DE SALUD PUBLICA
41;;GERENCIA DE ADMINISTRACION DE SERVICIOS DE SALUD
42;;GERENCIA DE SERVICIOS GENERALES
42;;GERENCIA DE ADMINISTRACION PATRIMONIAL
42;;GERENCIA DE OBRA Y MANTENIMIENTO CENTRO-NORTE
42;;GERENCIA DE OBRA Y MANTENIMIENTO SURESTE-MARINA
43;;GERENCIA DE SOLUCIONES EMPRESARIALES
43;;GERENCIA DE DESARROLLO E INTEGRACION DE SOLUCIONES DE NEGOCIO
43;;GERENCIA DE SOLUCIONES TECNOLOGICAS PARA PROCESOS SUSTANTIVOS
43;;GERENCIA DE SERVICIOS DIGITALES
43;;GERENCIA DE SEGURIDAD DE LA INFORMACION
43;;GERENCIA DE SERVICIOS E INFRAESTRUCTURA DE COMUNICACIONES
43;;GERENCIA DE SOPORTE OPERATIVO Y ENTREGA DE SERVICIOS DE TECNOLOGIAS DE LA INFORMACION Y COMUNICACIONES
43;;GERENCIA DE INNOVACION Y GOBIERNO DIGITAL
43;;GERENCIA DE SEGUIMIENTO ESTRATEGICO Y CUMPLIMIENTO NORMATIVO
44;SN 1;ESTA AREA DEPENDE DIRECTAMENTE DE SU DIRECCION 1
45;SN 2;ESTA AREA DEPENDE DIRECTAMENTE DE SU DIRECCION 2
46;SN 3;ESTA AREA DEPENDE DIRECTAMENTE DE SU DIRECCION 3
47;SN 4;ESTA AREA DEPENDE DIRECTAMENTE DE SU DIRECCION 4
48;SN 5;ESTA AREA DEPENDE DIRECTAMENTE DE SU DIRECCION 5
49;SN 6;ESTA AREA DEPENDE DIRECTAMENTE DE SU DIRECCION 6
50;;GERENCIA JURIDICA DE CONTRATOS DE EXPLORACION Y EXTRACCION
50;;GERENCIA JURIDICA DE CONTRATOS
50;;GERENCIA JURIDICA DE ASUNTOS CONSULTIVOS Y PATRIMONIALES
50;;GERENCIA JURIDICA DE ASUNTOS FINANCIEROS Y MERCANTILES
51;;GERENCIA JURIDICA DE CUMPLIMIENTO LEGAL
51;;GERENCIA JURIDICA NORMATIVA
51;;GERENCIA JURIDICA DE VISITADURIA Y ESTADISTICA
51;;GERENCIA DE SERVICIOS JURIDICOS
52;;GERENCIA JURIDICA CONTENCIOSA DE DERECHO PRIVADO
52;;GERENCIA JURIDICA CONTENCIOSA ADMINISTRATIVA
52;;GERENCIA JURIDICA CONTENCIOSA LABORAL
52;;GERENCIA JURIDICA CONTENCIOSA PENAL
52;;GERENCIA JURIDICA REGIONAL
53;;GERENCIA DE PLANEACION ESTRATEGICA
53;;GERENCIA DE ANALISIS REGULATORIO
53;;GERENCIA DE COSTOS OPERATIVOS
54;;GERENCIA DE ADMINISTRACION Y SEGUIMIENTO DE INVERSIONES
54;;GERENCIA DE PROYECTOS DESARROLLADOS CON TERCEROS PARA EXPLORACION Y EXTRACCION
54;;GERENCIA DE ANALISIS DE INGENIERIA DE INVERSIONES
54;;GERENCIA DE PROYECTOS DESARROLLADOS CON TERCEROS PARA PROCESOS INDUSTRIALES LOGISTICA Y TRANSFORMACION ENERGETICA
55;;GERENCIA DE PROGRAMACION DE OPERACIONES Y OPTIMIZACION INTEGRAL
55;;GERENCIA DE COORDINACION OPERATIVA
55;;GERENCIA DE INTEGRACION DE LA INFORMACION INSTITUCIONAL
55;;GERENCIA DE ANALISIS Y EVALUACION DEL DESEMPE�O
56;;GERENCIA DE MEJORA DE PROCESOS INSTITUCIONALES
56;;GERENCIA DE GESTION AMBIENTAL ENERGETICA Y CAMBIO CLIMATICO
56;;GERENCIA DE SEGURIDAD INDUSTRIAL Y SALUD EN EL TRABAJO
56;;GERENCIA DE CONFIABILIDAD OPERACIONAL Y GESTION DEL MANTENIMIENTO
57;;GERENCIA DE APOYO Y SEGUIMIENTO AL CONTROL INTERNO FINANCIERO
57;;GERENCIA DE APOYO Y SEGUIMIENTO AL CONTROL INTERNO EN EMPRESAS FILIALES Y NORMATIVIDAD
57;;GERENCIA DE APOYO Y SEGUIMIENTO AL CONTROL INTERNO EN PEMEX
58;SN 7;ESTA AREA DEPENDE DIRECTAMENTE DE SU DIRECCION 7
58;SN 8;ESTA AREA DEPENDE DIRECTAMENTE DE SU DIRECCION 8
58;SN 9;ESTA AREA DEPENDE DIRECTAMENTE DE SU DIRECCION 9
58;SN 10;ESTA AREA DEPENDE DIRECTAMENTE DE SU DIRECCION 10
58;SN 11;ESTA AREA DEPENDE DIRECTAMENTE DE SU DIRECCION 11
58;SN 12;ESTA AREA DEPENDE DIRECTAMENTE DE SU DIRECCION 12
